Time,Sent,Received,In (kb/s),Out (kb/s)
1.5024806969995552,19,1807,-0.025585458349915418,-1.72265183820045e-05
2.0021489190003194,18,1663,878.3754870244304,0.5903868049036385
2.5021588260024146,16,1386,729.4302999423074,0.5199916593368628
3.002361593000387,21,1832,964.6904240446254,0.6857245019517729
3.502569462001702,17,1475,777.1371606255997,0.5697589110733997
4.002108444001351,18,1582,833.8071298458357,0.5805368979378859
4.502006642000197,21,1830,964.4343626962092,0.6901405153710852
5.002242836999358,15,1221,643.3100167163221,0.5077600681338378
5.502126249000867,19,1825,962.8878502414722,0.6101418445556259
6.002058780002699,18,1772,936.1052696088567,0.5900789643680694
6.502023582001129,14,1264,665.3641404255064,0.46003328432764673
7.002135007001925,21,1834,966.5615470598395,0.6878473859272162
7.502220452002803,18,1562,823.519657923315,0.599896310323881
8.002181242001825,17,1488,783.4756276210193,0.5500446702266011
8.502473169999575,18,1804,951.914490334941,0.5996488024854939
9.002694991999306,14,1288,677.9200027744505,0.4777885661381078
9.50212505500167,19,1762,930.0219795303583,0.6106960322526845
10.002338795002288,19,1799,949.3261903521062,0.6177346347899535
10.502171464999265,14,1243,654.796416261766,0.46015489642213053
11.00220097500278,18,1812,956.1307660106394,0.5999640861487325
11.502187813999626,17,1627,858.7169252114205,0.5700138900967398
12.002183959000831,15,1411,743.5679145410995,0.49000521561829347
12.502113964001182,21,1828,963.7930362044281,0.6900952566061215
13.002251705001981,15,1393,734.7802984013412,0.5078605892224309
13.50224710600014,19,1654,871.2755979687446,0.6100067198317569
14.002101576999848,21,1828,963.1575087938534,0.6821965572006975
14.502061795999907,13,1217,642.2025567532671,0.4300338539845791
15.002143353001884,20,1822,960.3523032966181,0.6598943891821244
15.502234761999716,17,1648,870.0343911156954,0.5698941421656117
16.002055957000266,16,1394,733.9373330221807,0.5201880583851289
16.502057915000478,19,1822,961.3054169801801,0.6299956857893325
17.00220782100223,16,1344,707.8416814718142,0.5318404733862179
17.50207297200177,17,1699,896.3597446377172,0.5501483728155697
18.002117711999745,21,1829,963.5565884218923,0.6819395515178176
