Time,Sent,Received,In (kb/s),Out (kb/s)
18.502981108002132,14,1244,654.8168118147034,0.4791722357123701
19.00214386600055,19,1796,949.0318009907598,0.6110235756957801
19.502250790999824,20,1783,940.4402285453211,0.6598584273718505
20.002230616002635,14,1262,664.3933663652072,0.4600189481821717
20.502174892000767,21,1831,964.7556551544693,0.6900770043130561
21.002699736000068,16,1388,730.7167291922675,0.5294426229236159
21.50232875200163,19,1661,876.0294110667428,0.6104553251982123
22.00226538300194,21,1832,965.6041342043522,0.6840879436091692
22.5023762790006,16,1335,703.1474936775858,0.5398782984730593
23.00208844699955,19,1716,904.8704178910299,0.6103523808462328
23.502574710000772,21,1829,962.6924463302311,0.6893315331548371
24.002377138000156,14,1221,643.6198948050118,0.46018010160639783
24.50212467000165,20,1826,963.6327058253614,0.66033351729098
25.00225853200027,18,1623,856.0079906516509,0.589841509585507
25.50210226100171,15,1420,748.4712879342203,0.4901540838555812
26.00214275899998,20,1827,962.9233330205905,0.6539465751841282
26.502434214002278,15,1401,738.8265061068629,0.5097023205897
27.002258142001665,18,1640,864.8490871554526,0.5782053068281872
27.5024687360019,19,1821,959.9442427387902,0.6297377532690723
28.002360294001846,14,1218,642.0333907190962,0.46009702434153765
28.502160497999284,19,1822,961.4605938536918,0.6302521071463951
29.00235715800227,18,1710,902.2864653794014,0.5897663027437725
29.502216540000518,15,1329,700.234789651881,0.49013914560025207
30.002171696000005,21,1831,964.9605473133391,0.6880617122562918
30.50238576999982,17,1504,793.0230286476119,0.5697550258508556
31.002418473002763,18,1545,813.725846817948,0.5799642544808518
31.502993245001562,18,1608,847.2041958879175,0.5993083059210774
32.002395756000624,17,1451,764.8840195773832,0.5686795595637936
32.502201694002,18,1811,956.1797859776611,0.5802268199478245
33.00229701600256,18,1793,946.3967983987379,0.5898858110833219
33.502101228001266,12,1232,649.972330888273,0.400157811036373
34.002101859001414,18,1807,953.2829323393544,0.5979980756445945
34.502269632001116,17,1570,828.3022984026786,0.569808962429127
35.0021647470021,14,1465,772.7814015308486,0.460097285727479
35.502175876001274,18,1818,959.3957074849959,0.5999860587262235
36.00253841200174,14,1341,707.1433677313768,0.4756551813877603
36.50225048500215,16,1686,890.3671063282029,0.5202986722465976
37.00238785900001,18,1819,959.6039684409656,0.5918396244853954
37.502356770000915,12,1211,639.2704994240776,0.400024091049304
38.0021790230021,18,1819,960.1461307898953,0.6002138754099178
38.50250667600267,17,1666,879.3417603143554,0.5696267190569801
39.002149027000996,13,1365,720.5526934132359,0.4303061748898589
39.50200587400104,18,1817,958.8922779668287,0.6001729230266316
40.002043426000455,15,1421,749.6523367384522,0.5039612352992158
40.5021739440017,15,1597,842.7565991378336,0.4898736302395404
41.00226990500232,18,1814,957.2040297685622,0.5918874786376445
41.50238067600003,13,1208,637.1076089994192,0.44989944927381786
42.00235030600015,17,1810,955.1820198168272,0.5500345619714115
42.50223207300223,18,1716,906.2677429837717,0.6001388937466051
43.002097512002365,12,1305,688.7759628287623,0.40010918739725726
43.50216571400233,18,1810,955.000933760821,0.5999176660990264
44.00228247400082,15,1506,794.929701860633,0.501882379846509
44.50218334500096,15,1512,798.1295716424156,0.49009798627114387
45.002133124002285,18,1811,956.2991192485684,0.5940590886815492
45.502489402999345,13,1262,665.1379090589161,0.4496808327346552
46.0021550700003,17,1756,927.6338133933489,0.5503665496241029
46.50281931400241,18,1794,946.0021726566291,0.5992045499684118
47.002245152001706,12,1223,645.736162162855,0.400459018141417
47.502110527002515,18,1812,956.2762831030653,0.6001633548620929
48.002039614999376,16,1554,820.5632803995665,0.5320734538028741
48.50208814200232,14,1459,769.5655684903842,0.4599567088755681
49.00242891500238,18,1810,954.5564922865987,0.5955934931478977
49.50270864599952,15,1328,699.7511471073386,0.5097138374744926
50.00214047400004,19,1723,909.2360942168373,0.6106945563567094
50.502145312999346,21,1838,968.7534362150354,0.6899939004506479
51.00213864300167,14,1223,644.4718578451369,0.4600070362701971
51.50212869200186,21,1836,967.089488846073,0.6900124781854867
52.002370688001974,19,1687,889.462378996073,0.6177016426932305
52.50227959500262,16,1369,721.3100156009281,0.5200951888611202
53.00214961399979,21,1839,969.4790815107903,0.6861777104214902
53.502570782002294,17,1464,771.0695903085018,0.5695181250189181
54.0022033460009,18,1595,841.056538240022,0.580428244600672
54.50210446600249,21,1836,968.2245291582952,0.6901358063035201
55.002202284002124,15,1225,645.0445259398889,0.5079012030588314
55.50213010200241,20,1834,966.6912847458572,0.6400922270476411
56.002933302999736,20,1747,919.4337174615981,0.6469626161517821
56.50224398800128,15,1313,692.0321240891642,0.4906750894305987
57.00213153799996,21,1836,967.3136823420019,0.686154410820239
57.50223442300194,17,1491,785.769325318408,0.5698820196041108
58.002203289001045,18,1565,824.6842717841191,0.5800367650476684
58.50215365000258,21,1835,967.1398822490103,0.6900684133832676
59.00247476200093,15,1289,679.1844756724896,0.5056757374566409
59.50218082200081,20,1770,933.2577308309832,0.6403758378615279
60.002194283999415,21,1835,967.3060916731414,0.6779818409340234
60.502179531002184,14,1224,644.861117551688,0.46001363756357455
61.002142233002814,21,1837,968.1760865206645,0.6900513784668544
61.50472615200124,18,1612,846.0930457653977,0.5969134964034262
62.003213254,17,1445,762.9990233306506,0.551670938455528
62.5020917710026,21,1835,968.9562526373209,0.6915503507709576
63.00277558699963,16,1383,728.292777723486,0.5332712773339828
63.50232204900021,19,1676,883.9635511499922,0.610555014042181
64.00211382099951,21,1833,966.5333046317267,0.6802824532771593
64.50217512800009,14,1221,643.0698695835521,0.4599441186296756
65.00221759000124,20,1827,963.1641835236738,0.6599425704757513
65.50272571200185,19,1647,867.4498527534381,0.6293628758195712
